Id,Category
2997,67
2998,21
2999,4
3000,43
3001,70
3002,59
3003,67
3004,17
3005,82
3006,94
3007,67
3008,78
3009,26
3010,70
3011,85
3012,69
3013,73
3014,1
3015,26
3016,10
3017,30
3018,47
3019,86
3020,81
3021,62
3022,54
3023,96
3024,17
3025,63
3026,58
3027,7
3028,49
3029,28
3030,77
3031,28
3032,92
3033,30
3034,6
3035,76
3036,75
3037,42
3038,20
3039,61
3040,44
3041,48
3042,92
3043,21
3044,71
3045,51
3046,35
3047,33
3048,0
3049,84
3050,10
3051,83
3052,77
3053,35
3054,68
3055,23
3056,0
3057,46
3058,85
3059,67
3060,57
3061,52
3062,19
3063,59
3064,2
3065,8
3066,13
3067,45
3068,99
3069,61
3070,71
3071,94
3072,73
3073,31
3074,32
3075,71
3076,0
3077,58
3078,99
3079,72
3080,36
3081,17
3082,78
3083,18
3084,47
3085,60
3086,44
3087,24
3088,62
3089,30
3090,31
3091,49
3092,27
3093,28
3094,5
3095,56
3096,4
3097,38
3098,44
3099,87
3100,94
3101,25
3102,60
3103,54
3104,32
3105,14
3106,97
3107,24
3108,28
3109,87
3110,70
3111,56
3112,72
3113,28
3114,68
3115,93
3116,30
3117,19
3118,37
3119,81
3120,1
3121,98
3122,60
3123,52
3124,0
3125,98
3126,18
3127,31
3128,78
3129,23
3130,47
3131,94
3132,79
3133,46
3134,81
3135,15
3136,88
3137,33
3138,23
3139,72
3140,37
3141,91
3142,15
3143,96
3144,7
3145,47
3146,65
3147,88
3148,46
3149,74
3150,55
3151,87
3152,84
3153,42
3154,60
3155,22
3156,23
3157,8
3158,40
3159,23
3160,12
3161,22
3162,57
3163,81
3164,17
3165,12
3166,85
3167,16
3168,46
3169,2
3170,21
3171,24
3172,78
3173,49
3174,25
3175,78
3176,72
3177,84
3178,29
3179,28
3180,78
3181,63
3182,10
3183,7
3184,14
3185,39
3186,91
3187,89
3188,42
3189,90
3190,80
3191,44
3192,25
3193,54
3194,8
3195,53
3196,21
3197,81
3198,79
3199,51
3200,11
3201,28
3202,16
3203,69
3204,82
3205,91
3206,56
3207,15
3208,26
3209,12
3210,52
3211,95
3212,97
3213,54
3214,23
3215,51
3216,54
3217,17
3218,29
3219,73
3220,80
3221,90
3222,19
3223,41
3224,0
3225,43
3226,33
3227,65
3228,38
3229,15
3230,7
3231,24
3232,25
3233,50
3234,62
3235,91
3236,85
3237,25
3238,41
3239,14
3240,24
3241,35
3242,20
3243,92
3244,26
3245,18
3246,12
3247,6
3248,8
3249,29
3250,68
3251,75
3252,11
3253,96
3254,51
3255,27
3256,12
3257,49
3258,89
3259,12
3260,10
3261,21
3262,62
3263,73
3264,42
3265,30
3266,87
3267,13
3268,6
3269,84
3270,24
3271,62
3272,66
3273,70
3274,5
3275,43
3276,92
3277,68
3278,17
3279,32
3280,56
3281,22
3282,60
3283,23
3284,76
3285,69
3286,68
3287,8
3288,56
3289,84
3290,3
3291,24
3292,70
3293,75
3294,85
3295,70
3296,35
3297,93
3298,54
3299,33
3300,13
3301,39
3302,42
3303,51
3304,7
3305,53
3306,99
3307,25
3308,76
3309,63
3310,40
3311,25
3312,12
3313,18
3314,83
3315,49
3316,48
3317,18
3318,56
3319,37
3320,59
3321,85
3322,33
3323,1
3324,16
3325,88
3326,12
3327,20
3328,18
3329,56
3330,35
3331,36
3332,29
3333,7
3334,24
3335,79
3336,85
3337,11
3338,17
3339,99
3340,45
3341,55
3342,37
3343,20
3344,86
3345,20
3346,1
3347,55
3348,33
3349,65
3350,63
3351,79
3352,36
3353,95
3354,5
3355,79
3356,72
3357,75
3358,8
3359,76
3360,44
3361,31
3362,75
3363,76
3364,94
3365,56
3366,87
3367,30
3368,35
3369,14
3370,32
3371,90
3372,35
3373,49
3374,28
3375,97
3376,38
3377,42
3378,94
3379,97
3380,43
3381,0
3382,2
3383,6
3384,28
3385,0
3386,86
3387,13
3388,17
3389,99
3390,98
3391,40
3392,78
3393,95
3394,15
3395,44
3396,91
3397,37
3398,60
3399,30
3400,87
3401,42
3402,78
3403,64
3404,88
3405,6
3406,82
3407,8
3408,33
3409,76
3410,56
3411,62
3412,53
3413,54
3414,34
3415,3
3416,64
3417,61
3418,52
3419,7
3420,27
3421,11
3422,34
3423,56
3424,4
3425,83
3426,81
3427,72
3428,8
3429,9
3430,1
3431,20
3432,37
3433,19
3434,83
3435,89
3436,33
3437,2
3438,43
3439,87
3440,64
3441,4
3442,50
3443,92
3444,62
3445,87
3446,97
3447,16
3448,0
3449,87
3450,35
3451,17
3452,85
3453,99
3454,41
3455,19
3456,61
3457,99
3458,99
3459,62
3460,65
3461,90
3462,46
3463,41
3464,79
3465,78
3466,49
3467,9
3468,7
3469,47
3470,42
3471,65
3472,72
3473,51
3474,2
3475,18
3476,54
3477,2
3478,14
3479,64
3480,56
3481,96
3482,53
3483,19
3484,65
3485,31
3486,88
3487,48
3488,0
3489,5
3490,67
3491,51
3492,26
3493,12
3494,23
3495,32
3496,61
3497,0
3498,89
3499,92
3500,40
3501,64
3502,47
3503,63
3504,72
3505,76
3506,70
3507,79
3508,24
3509,30
3510,37
3511,69
3512,83
3513,33
3514,34
3515,47
3516,19
3517,45
3518,88
3519,94
3520,85
3521,62
3522,32
3523,97
3524,2
3525,80
3526,27
3527,40
3528,24
3529,26
3530,48
3531,65
3532,37
3533,50
3534,4
3535,98
3536,40
3537,86
3538,12
3539,7
3540,86
3541,62
3542,30
3543,9
3544,94
3545,18
3546,84
3547,86
3548,15
3549,40
3550,78
3551,20
3552,36
3553,60
3554,62
3555,32
3556,29
3557,13
3558,40
3559,49
3560,61
3561,81
3562,78
3563,21
3564,47
3565,36
3566,24
3567,37
3568,49
3569,51
3570,66
3571,94
3572,6
3573,69
3574,99
3575,71
3576,94
3577,95
3578,23
3579,82
3580,94
3581,97
3582,52
3583,53
3584,21
3585,69
3586,17
3587,66
3588,64
3589,21
3590,5
3591,43
3592,9
3593,43
3594,59
3595,61
3596,16
3597,79
3598,17
3599,3
3600,95
3601,28
3602,52
3603,44
3604,40
3605,10
3606,56
3607,99
3608,38
3609,18
3610,73
3611,88
3612,32
3613,93
3614,53
3615,33
3616,88
3617,64
3618,43
3619,64
3620,44
3621,61
3622,53
3623,97
3624,21
3625,46
3626,95
3627,66
3628,2
3629,49
3630,24
3631,61
3632,32
3633,85
3634,61
3635,46
3636,0
3637,17
3638,77
3639,69
3640,3
3641,93
3642,31
3643,22
3644,37
3645,79
3646,82
3647,36
3648,52
3649,52
3650,56
3651,11
3652,83
3653,64
3654,58
3655,61
3656,7
3657,74
3658,82
3659,52
3660,55
3661,95
3662,33
3663,20
3664,9
3665,41
3666,87
3667,86
3668,5
3669,37
3670,8
3671,43
3672,61
3673,6
3674,45
3675,5
3676,94
3677,77
3678,85
3679,97
3680,12
3681,24
3682,24
3683,81
3684,52
3685,77
3686,86
3687,81
3688,5
3689,41
3690,61
3691,31
3692,86
3693,64
3694,36
3695,24
3696,69
3697,6
3698,59
3699,33
3700,31
3701,33
3702,14
3703,92
3704,64
3705,29
3706,64
3707,94
3708,47
3709,84
3710,65
3711,52
3712,62
3713,51
3714,65
3715,36
3716,85
3717,49
3718,5
3719,95
3720,77
3721,25
3722,2
3723,46
3724,43
3725,12
3726,17
3727,97
3728,22
3729,32
3730,75
3731,3
3732,36
3733,38
3734,30
3735,88
3736,85
3737,63
3738,34
3739,5
3740,87
3741,9
3742,91
3743,5
3744,21
3745,92
3746,74
3747,39
3748,67
3749,46
3750,42
3751,78
3752,5
3753,1
3754,24
3755,67
3756,46
3757,55
3758,44
3759,91
3760,97
3761,1
3762,97
3763,49
3764,51
3765,81
3766,70
3767,2
3768,75
3769,45
3770,57
3771,49
3772,34
3773,80
3774,85
3775,99
3776,61
3777,75
3778,88
3779,3
3780,71
3781,94
3782,51
3783,16
3784,49
3785,42
3786,77
3787,92
3788,36
3789,93
3790,43
3791,87
3792,28
3793,36
3794,6
3795,52
3796,42
3797,0
3798,80
3799,10
3800,18
3801,46
3802,19
3803,60
3804,20
3805,58
3806,29
3807,0
3808,99
3809,88
3810,94
3811,78
3812,85
3813,97
3814,31
3815,37
3816,33
3817,16
3818,25
3819,11
3820,69
3821,13
3822,65
3823,8
3824,49
3825,31
3826,86
3827,62
3828,3
3829,3
3830,37
3831,62
3832,70
3833,24
3834,63
3835,44
3836,17
3837,55
3838,73
3839,70
3840,38
3841,8
3842,59
3843,29
3844,8
3845,77
3846,50
3847,73
3848,88
3849,37
3850,42
3851,50
3852,65
3853,13
3854,67
3855,84
3856,19
3857,53
3858,76
3859,25
3860,57
3861,9
3862,28
3863,54
3864,77
3865,39
3866,97
3867,1
3868,89
3869,44
3870,53
3871,41
3872,16
3873,41
3874,94
3875,45
3876,79
3877,63
3878,94
3879,90
3880,5
3881,43
3882,32
3883,51
3884,23
3885,44
3886,86
3887,84
3888,39
3889,12
3890,90
3891,4
3892,84
3893,20
3894,60
3895,33
3896,69
3897,74
3898,18
3899,64
3900,51
3901,8
3902,9
3903,96
3904,54
3905,80
3906,76
3907,69
3908,56
3909,46
3910,84
3911,47
3912,92
3913,19
3914,99
3915,20
3916,71
3917,18
3918,78
3919,77
3920,5
3921,98
3922,61
3923,97
3924,6
3925,88
3926,88
3927,17
3928,12
3929,86
3930,50
3931,13
3932,17
3933,78
3934,14
3935,21
3936,58
3937,62
3938,48
3939,2
3940,90
3941,69
3942,31
3943,91
3944,68
3945,92
3946,14
3947,39
3948,99
3949,5
3950,74
3951,84
3952,85
3953,50
3954,58
3955,90
3956,76
3957,49
3958,3
3959,16
3960,76
3961,35
3962,41
3963,80
3964,84
3965,24
3966,62
3967,68
3968,29
3969,30
3970,56
3971,25
3972,88
3973,65
3974,5
3975,55
3976,46
3977,60
3978,64
3979,46
3980,30
3981,84
3982,17
3983,4
3984,87
3985,59
3986,52
3987,86
3988,48
3989,96
3990,52
3991,23
3992,12
3993,91
3994,84
3995,64
3996,50
3997,31
3998,38
3999,92
4000,65
4001,52
4002,20
4003,87
4004,35
4005,73
4006,49
4007,84
4008,85
4009,89
4010,99
4011,16
4012,27
4013,0
4014,64
4015,51
4016,80
4017,31
4018,86
4019,4
4020,60
4021,73
4022,59
4023,6
4024,63
4025,46
4026,11
4027,37
4028,77
4029,76
4030,49
4031,76
4032,76
4033,39
4034,91
4035,91
4036,75
4037,86
4038,87
4039,21
4040,78
4041,71
4042,0
4043,20
4044,75
4045,15
4046,6
4047,31
4048,75
4049,35
4050,20
4051,77
4052,15
4053,32
4054,65
4055,9
4056,12
4057,73
4058,62
4059,70
4060,83
4061,78
4062,53
4063,12
4064,13
4065,71
4066,65
4067,13
4068,29
4069,36
4070,65
4071,80
4072,85
4073,50
4074,63
4075,83
4076,92
4077,0
4078,54
4079,8
4080,66
4081,60
4082,15
4083,40
4084,32
4085,73
4086,85
4087,38
4088,46
4089,42
4090,33
4091,0
4092,26
4093,55
4094,48
4095,98
4096,43
4097,36
4098,79
4099,65
4100,90
4101,60
4102,27
4103,56
4104,65
4105,2
4106,70
4107,70
4108,0
4109,2
4110,23
4111,55
4112,18
4113,48
4114,68
4115,28
4116,1
4117,68
4118,13
4119,69
4120,72
4121,72
4122,71
4123,1
4124,30
4125,9
4126,40
4127,92
4128,11
4129,16
4130,77
4131,85
4132,94
4133,2
4134,79
4135,96
4136,30
4137,10
4138,73
4139,47
4140,10
4141,39
4142,69
4143,97
4144,87
4145,85
4146,17
4147,89
4148,46
4149,33
4150,37
4151,64
4152,38
4153,80
4154,61
4155,64
4156,89
4157,30
4158,1
4159,20
4160,1
4161,1
4162,17
4163,47
4164,89
4165,18
4166,61
4167,42
4168,79
4169,95
4170,13
4171,62
4172,95
4173,39
4174,54
4175,29
4176,88
4177,79
4178,32
4179,64
4180,80
4181,90
4182,56
4183,87
4184,51
4185,42
4186,15
4187,29
4188,91
4189,81
4190,51
4191,36
4192,29
4193,73
4194,98
4195,63
4196,6
4197,92
4198,9
4199,74
4200,68
4201,42
4202,79
4203,1
4204,46
4205,70
4206,87
4207,83
4208,82
4209,15
4210,85
4211,69
4212,51
4213,65
4214,49
4215,84
4216,9
4217,39
4218,61
4219,85
4220,53
4221,46
4222,99
4223,48
4224,40
4225,48
4226,68
4227,53
4228,54
4229,46
4230,23
4231,56
4232,7
4233,7
4234,67
4235,89
4236,93
4237,33
4238,57
4239,34
4240,69
4241,60
4242,73
4243,18
4244,46
4245,93
4246,48
4247,7
4248,21
4249,52
4250,16
4251,82
4252,64
4253,91
4254,73
4255,49
4256,2
4257,35
4258,3
4259,79
4260,39
4261,52
4262,42
4263,84
4264,26
4265,93
4266,43
4267,53
4268,65
4269,81
4270,74
4271,17
4272,72
4273,26
4274,89
4275,12
4276,2
4277,19
4278,50
4279,66
4280,45
4281,94
4282,35
4283,99
4284,90
4285,70
4286,61
4287,65
4288,21
4289,29
4290,75
4291,64
4292,59
4293,24
4294,81
4295,37
4296,31
4297,89
4298,17
4299,37
4300,77
4301,54
4302,8
4303,51
4304,49
4305,51
4306,27
4307,85
4308,85
4309,83
4310,93
4311,1
4312,25
4313,70
4314,60
4315,80
4316,60
4317,44
4318,76
4319,43
4320,86
4321,3
4322,37
4323,51
4324,23
4325,53
4326,80
4327,86
4328,23
4329,49
4330,46
4331,32
4332,8
4333,8
4334,17
4335,85
4336,46
4337,84
4338,76
4339,1
4340,18
4341,73
4342,30
4343,88
4344,92
4345,87
4346,8
4347,8
4348,80
4349,50
4350,11
4351,87
4352,89
4353,49
4354,23
4355,23
4356,36
4357,74
4358,82
4359,56
4360,47
4361,59
4362,59
4363,80
4364,26
4365,41
4366,6
4367,85
4368,31
4369,23
4370,18
4371,28
4372,42
4373,71
4374,77
4375,84
4376,94
4377,51
4378,27
4379,47
4380,45
4381,13
4382,56
4383,3
4384,88
4385,58
4386,2
4387,87
4388,43
4389,19
4390,18
4391,50
4392,21
4393,38
4394,33
4395,24
4396,76
4397,24
4398,32
4399,54
4400,5
4401,88
4402,34
4403,6
4404,19
4405,64
4406,46
4407,18
4408,87
4409,45
4410,9
4411,93
4412,33
4413,43
4414,82
4415,13
4416,12
4417,36
4418,6
4419,53
4420,23
4421,23
4422,41
4423,3
4424,81
4425,60
4426,91
4427,65
4428,72
4429,43
4430,53
4431,80
4432,78
4433,98
4434,1
4435,74
4436,3
4437,68
4438,56
4439,44
4440,29
4441,43
4442,0
4443,2
4444,15
4445,16
4446,2
4447,54
4448,46
4449,61
4450,90
4451,58
4452,8
4453,6
4454,60
4455,19
4456,73
4457,24
4458,91
4459,9
4460,6
4461,99
4462,49
4463,27
4464,1
4465,81
4466,36
4467,44
4468,71
4469,89
4470,95
4471,25
4472,73
4473,81
4474,58
4475,88
4476,82
4477,82
4478,7
4479,93
4480,49
4481,99
4482,75
4483,82
4484,67
4485,17
4486,5
4487,14
4488,11
4489,6
4490,61
4491,76
4492,60
4493,20
4494,15
4495,90
4496,52
4497,84
4498,74
4499,48
4500,35
4501,97
4502,40
4503,77
4504,88
4505,94
4506,44
4507,8
4508,38
4509,53
4510,26
4511,83
4512,66
4513,63
4514,83
4515,81
4516,38
4517,87
4518,54
4519,98
4520,72
4521,18
4522,78
4523,53
4524,58
4525,61
4526,89
4527,36
4528,6
4529,88
4530,91
4531,72
4532,71
4533,61
4534,63
4535,45
4536,47
4537,46
4538,27
4539,38
4540,88
4541,81
4542,9
4543,41
4544,62
4545,77
4546,25
4547,71
4548,48
4549,58
4550,83
4551,14
4552,87
4553,13
4554,41
4555,65
4556,29
4557,52
4558,86
4559,0
4560,61
4561,8
4562,4
4563,44
4564,32
4565,95
4566,81
4567,27
4568,18
4569,33
4570,78
4571,27
4572,16
4573,73
4574,3
4575,83
4576,33
4577,96
4578,82
4579,99
4580,85
4581,17
4582,40
4583,9
4584,2
4585,51
4586,18
4587,72
4588,11
4589,18
4590,99
4591,25
4592,8
4593,16
4594,59
4595,45
4596,89
4597,53
4598,67
4599,79
4600,21
4601,59
4602,48
4603,78
4604,9
4605,84
4606,84
4607,61
4608,78
4609,87
4610,53
4611,94
4612,66
4613,86
4614,59
4615,52
4616,48
4617,93
4618,58
4619,82
4620,53
4621,81
4622,88
4623,6
4624,14
4625,49
4626,73
4627,37
4628,49
4629,65
4630,19
4631,8
4632,6
4633,83
4634,82
4635,53
4636,8
4637,65
4638,84
4639,71
4640,11
4641,56
4642,54
4643,34
4644,44
4645,70
4646,48
4647,7
4648,28
4649,65
4650,81
4651,97
4652,87
4653,6
4654,38
4655,20
4656,54
4657,16
4658,62
4659,38
4660,92
4661,11
4662,76
4663,18
4664,36
4665,49
4666,85
4667,83
4668,93
4669,73
4670,98
4671,68
4672,53
4673,0
4674,82
4675,33
4676,84
4677,55
4678,17
4679,23
4680,85
4681,89
4682,59
4683,25
4684,42
4685,27
4686,62
4687,22
4688,90
4689,17
4690,97
4691,29
4692,60
4693,8
4694,47
4695,35
4696,10
4697,35
4698,6
4699,83
4700,87
4701,30
4702,60
4703,63
4704,96
4705,36
4706,18
4707,86
4708,71
4709,94
4710,33
4711,50
4712,46
4713,12
4714,83
4715,22
4716,24
4717,34
4718,77
4719,92
4720,23
4721,93
4722,12
4723,17
4724,67
4725,76
4726,94
4727,73
4728,64
4729,84
4730,41
4731,49
4732,16
4733,53
4734,43
4735,37
4736,16
4737,5
4738,63
4739,94
4740,88
4741,64
4742,36
4743,89
4744,2
4745,2
4746,2
4747,51
4748,96
4749,47
4750,31
4751,46
4752,67
4753,25
4754,40
4755,95
4756,14
4757,6
4758,58
4759,27
4760,96
4761,12
4762,73
4763,14
4764,86
4765,81
4766,35
4767,52
4768,25
4769,86
4770,57
4771,57
4772,64
4773,94
4774,30
4775,6
4776,75
4777,9
4778,74
4779,16
4780,42
4781,37
4782,49
4783,4
4784,62
4785,35
4786,53
4787,80
4788,98
4789,46
4790,43
4791,49
4792,8
4793,68
4794,54
4795,42
4796,96
4797,77
4798,33
4799,73
4800,15
4801,1
4802,73
4803,16
4804,15
4805,9
4806,74
4807,2
4808,92
4809,70
4810,25
4811,84
4812,16
4813,31
4814,53
4815,52
4816,7
4817,36
4818,28
4819,36
4820,47
4821,78
4822,80
4823,38
4824,87
4825,82
4826,2
4827,60
4828,76
4829,40
4830,23
4831,86
4832,72
4833,20
4834,6
4835,4
4836,84
4837,54
4838,66
4839,75
4840,84
4841,82
4842,23
4843,14
4844,97
4845,34
4846,86
4847,37
4848,43
4849,70
4850,58
4851,36
4852,54
4853,76
4854,65
4855,23
4856,2
4857,92
4858,34
4859,54
4860,6
4861,97
4862,24
4863,77
4864,28
4865,53
4866,34
4867,62
4868,75
4869,75
4870,19
4871,65
4872,71
4873,48
4874,54
4875,66
4876,72
4877,65
4878,2
4879,22
4880,16
4881,77
4882,1
4883,99
4884,65
4885,83
4886,9
4887,12
4888,87
4889,70
4890,30
4891,48
4892,48
4893,87
4894,79
4895,21
4896,88
4897,26
4898,37
4899,90
4900,36
4901,16
4902,63
4903,32
4904,54
4905,27
4906,39
4907,18
4908,85
4909,54
4910,97
4911,1
4912,53
4913,69
4914,73
4915,39
4916,40
4917,9
4918,0
4919,13
4920,26
4921,40
4922,84
4923,71
4924,90
4925,90
4926,83
4927,5
4928,16
4929,70
4930,49
4931,23
4932,13
4933,2
4934,83
4935,72
4936,47
4937,78
4938,49
4939,86
4940,83
4941,81
4942,19
4943,55
4944,69
4945,47
4946,43
4947,84
4948,64
4949,75
4950,88
4951,76
4952,21
4953,87
4954,24
4955,46
4956,39
4957,57
4958,14
4959,75
4960,0
4961,24
4962,80
4963,38
4964,78
4965,6
4966,48
4967,78
4968,68
4969,27
4970,93
4971,37
4972,2
4973,29
4974,29
4975,30
4976,77
4977,68
4978,19
4979,12
4980,1
4981,27
4982,13
4983,17
4984,1
4985,68
4986,70
4987,81
4988,78
4989,27
4990,37
4991,92
4992,64
4993,99
4994,27
4995,49
4996,78
4997,62
4998,76
4999,73
5000,68
5001,84
5002,99
5003,20
5004,72
5005,94
5006,86
5007,54
5008,2
5009,2
5010,22
5011,91
5012,35
5013,31
5014,58
5015,33
5016,39
5017,56
5018,42
5019,45
5020,9
5021,67
5022,23
5023,20
5024,1
5025,64
5026,41
5027,90
5028,98
5029,78
5030,32
5031,65
5032,2
5033,55
5034,3
5035,10
5036,62
5037,80
5038,70
5039,29
5040,78
5041,87
5042,50
5043,46
5044,24
5045,44
5046,32
5047,10
5048,9
5049,8
5050,43
5051,43
5052,90
5053,5
5054,74
5055,62
5056,65
5057,16
5058,44
5059,18
5060,95
5061,35
5062,50
5063,50
5064,38
5065,31
5066,0
5067,83
5068,30
5069,19
5070,85
5071,56
5072,27
5073,20
5074,87
5075,72
5076,12
5077,80
5078,14
5079,71
5080,0
5081,42
5082,33
5083,46
5084,22
5085,75
5086,20
5087,22
5088,44
5089,0
5090,98
5091,15
5092,73
5093,82
5094,81
5095,0
5096,13
5097,59
5098,53
5099,89
5100,53
5101,80
5102,63
5103,75
5104,61
5105,21
5106,82
5107,94
5108,22
5109,82
5110,82
5111,87
5112,7
5113,82
5114,67
5115,88
5116,8
5117,6
5118,82
5119,17
5120,71
5121,81
5122,59
5123,67
5124,68
5125,71
5126,73
5127,44
5128,13
5129,12
5130,50
5131,53
5132,9
5133,10
5134,86
5135,44
5136,45
5137,2
5138,41
5139,64
5140,84
5141,70
5142,36
5143,34
5144,28
5145,10
5146,49
5147,43
5148,79
5149,56
5150,14
5151,74
5152,22
5153,15
5154,72
5155,9
5156,48
5157,53
5158,30
5159,63
5160,9
5161,98
5162,2
5163,1
5164,22
5165,88
5166,53
5167,6
5168,10
5169,86
5170,90
5171,32
5172,12
5173,3
5174,92
5175,71
5176,72
5177,32
5178,76
5179,26
5180,10
5181,73
5182,65
5183,49
5184,83
5185,2
5186,53
5187,16
5188,44
5189,60
5190,5
5191,12
5192,88
5193,39
5194,22
5195,66
5196,27
5197,27
5198,99
5199,51
5200,90
5201,82
5202,18
5203,49
5204,7
5205,49
5206,96
5207,37
5208,65
5209,97
5210,2
5211,0
5212,8
5213,0
5214,38
5215,47
5216,47
5217,45
5218,28
5219,96
5220,1
5221,23
5222,71
5223,43
5224,81
5225,89
5226,52
5227,84
5228,67
5229,73
5230,67
5231,40
5232,45
5233,71
5234,49
5235,97
5236,7
5237,81
5238,35
5239,17
5240,1
5241,95
5242,80
5243,38
5244,19
5245,91
5246,25
5247,50
5248,34
5249,30
5250,68
5251,24
5252,4
5253,12
5254,56
5255,64
5256,46
5257,6
5258,51
5259,43
5260,73
5261,97
5262,71
5263,88
5264,54
5265,49
5266,5
5267,68
5268,99
5269,49
5270,86
5271,15
5272,52
5273,68
5274,58
5275,38
5276,56
5277,52
5278,29
5279,88
5280,76
5281,53
5282,41
5283,58
5284,25
5285,42
5286,37
5287,62
5288,10
5289,27
5290,81
5291,23
5292,92
5293,83
5294,3
5295,87
5296,75
5297,96
5298,11
5299,83
5300,58
5301,91
5302,9
5303,65
5304,65
5305,93
5306,42
5307,52
5308,65
5309,64
5310,49
5311,79
5312,71
5313,83
5314,4
5315,13
5316,72
5317,24
5318,79
5319,82
5320,75
5321,56
5322,74
5323,68
5324,51
5325,84
5326,36
5327,35
5328,16
5329,59
5330,91
5331,33
5332,62
5333,20
5334,48
5335,20
5336,33
5337,58
5338,71
5339,71
5340,85
5341,3
5342,48
5343,79
5344,34
5345,28
5346,30
5347,23
5348,83
5349,5
5350,45
5351,52
5352,77
5353,69
5354,20
5355,47
5356,60
5357,98
5358,21
5359,71
5360,37
5361,11
5362,18
5363,1
5364,66
5365,16
5366,96
5367,26
5368,48
5369,34
5370,20
5371,50
5372,27
5373,86
5374,82
5375,92
5376,5
5377,9
5378,29
5379,96
5380,8
5381,76
5382,61
5383,28
5384,63
5385,88
5386,84
5387,17
5388,70
5389,65
5390,2
5391,8
5392,19
5393,58
5394,76
5395,35
5396,71
5397,17
5398,36
5399,52
5400,30
5401,13
5402,83
5403,82
5404,73
5405,5
5406,98
5407,53
5408,38
5409,69
5410,77
5411,66
5412,80
5413,46
5414,89
5415,4
5416,26
5417,9
5418,46
5419,76
5420,23
5421,73
5422,5
5423,10
5424,36
5425,70
5426,81
5427,49
5428,96
5429,30
5430,21
5431,77
5432,49
5433,2
5434,85
5435,39
5436,76
5437,36
5438,64
5439,19
5440,34
5441,82
5442,60
5443,32
5444,78
5445,34
5446,34
5447,99
5448,31
5449,5
5450,60
5451,76
5452,76
5453,59
5454,30
5455,95
5456,88
5457,42
5458,43
5459,40
5460,37
5461,52
5462,85
5463,88
5464,50
5465,46
5466,42
5467,70
5468,32
5469,69
5470,16
5471,9
5472,39
5473,13
5474,60
5475,87
5476,41
5477,30
5478,89
5479,78
5480,96
5481,79
5482,19
5483,24
5484,77
5485,73
5486,40
5487,24
5488,25
5489,95
5490,36
5491,70
5492,19
5493,4
5494,55
5495,46
5496,12
5497,65
5498,90
5499,33
5500,43
5501,58
5502,76
5503,23
5504,8
5505,64
5506,89
5507,53
5508,76
5509,7
5510,7
5511,51
5512,88
5513,91
5514,55
5515,37
5516,97
5517,73
5518,62
5519,40
5520,53
5521,87
5522,48
5523,59
5524,19
5525,91
5526,10
5527,84
5528,72
5529,55
5530,86
5531,2
5532,58
5533,88
5534,38
5535,51
5536,36
5537,79
5538,70
5539,67
5540,83
5541,44
5542,13
5543,82
5544,62
5545,1
5546,9
5547,81
5548,83
5549,42
5550,32
5551,36
5552,75
5553,84
5554,83
5555,79
5556,90
5557,29
5558,73
5559,56
5560,37
5561,60
5562,8
5563,85
5564,16
5565,1
5566,6
5567,95
5568,82
5569,80
5570,40
5571,85
5572,27
5573,21
5574,74
5575,48
5576,61
5577,16
5578,14
5579,94
5580,93
5581,85
5582,10
5583,37
5584,42
5585,87
5586,31
5587,8
5588,72
5589,44
5590,17
5591,59
5592,13
5593,37
5594,88
5595,91
5596,61
5597,94
5598,89
5599,67
5600,87
5601,70
5602,37
5603,92
5604,13
5605,31
5606,26
5607,76
5608,95
5609,85
5610,18
5611,73
5612,0
5613,71
5614,74
5615,3
5616,23
5617,78
5618,48
5619,9
5620,3
5621,10
5622,99
5623,60
5624,37
5625,91
5626,70
5627,31
5628,64
5629,72
5630,71
5631,1
5632,74
5633,7
5634,65
5635,68
5636,62
5637,17
5638,97
5639,69
5640,58
5641,90
5642,64
5643,85
5644,88
5645,98
5646,50
5647,64
5648,5
5649,79
5650,85
5651,64
5652,93
5653,27
5654,15
5655,8
5656,67
5657,17
5658,32
5659,40
5660,52
5661,90
5662,94
5663,97
5664,40
5665,48
5666,82
5667,41
5668,20
5669,10
5670,84
5671,21
5672,92
5673,52
5674,2
5675,39
5676,13
5677,99
5678,12
5679,69
5680,58
5681,93
5682,44
5683,18
5684,74
5685,34
5686,35
5687,81
5688,55
5689,54
5690,84
5691,52
5692,30
5693,68
5694,5
5695,89
5696,42
5697,20
5698,78
5699,51
5700,85
5701,67
5702,10
5703,17
5704,30
5705,9
5706,19
5707,71
5708,49
5709,94
5710,14
5711,9
5712,47
5713,16
5714,88
5715,19
5716,27
5717,56
5718,90
5719,23
5720,78
5721,80
5722,26
5723,91
5724,59
5725,73
5726,85
5727,71
5728,59
5729,76
5730,8
5731,73
5732,88
5733,25
5734,1
5735,60
5736,98
5737,78
5738,22
5739,52
5740,72
5741,84
5742,65
5743,95
5744,48
5745,34
5746,4
5747,3
5748,79
5749,94
5750,94
5751,30
5752,98
5753,71
5754,17
5755,48
5756,64
5757,48
5758,18
5759,34
5760,85
5761,6
5762,56
5763,49
5764,67
5765,34
5766,9
5767,17
5768,0
5769,58
5770,98
5771,6
5772,65
5773,86
5774,41
5775,12
5776,87
5777,27
5778,76
5779,98
5780,61
5781,81
5782,79
5783,51
5784,49
5785,68
5786,76
5787,34
5788,81
5789,77
5790,34
5791,38
5792,94
5793,15
5794,95
